student_id,age,gender,department,year,semester,attendance_percentage,internal_marks,assignment_score,exam_score,previous_semester_score,cgpa,arrear_count,study_hours,activity_count,certificate_count,technical_activity_count,sports_activity_count,positive_review_count,negative_review_count,discipline_score,teacher_feedback_score,communication_score,teamwork_score,skill_score,academic_progress,performance_category,at_risk
STU2026180,19,Female,AIDS,IV,Sem-8,50,52,52,45,42,4.78,2,16,4,2,1,3,3,4,56,35,50,50,51,Improving,At Risk,1
STU2026181,22,Female,Mechanical,II,Sem-3,88,88,83,87,90,8.74,0,27,2,1,2,0,7,0,100,98,80,87,85,Declining,Excellent,0
STU2026182,19,Male,AIDS,I,Sem-2,47,57,45,43,47,4.86,2,20,6,2,3,3,6,4,52,45,58,50,60,Declining,At Risk,1
STU2026183,21,Male,Information Technology,IV,Sem-7,78,80,74,82,82,8.12,0,23,1,5,1,0,8,0,97,93,75,83,92,Improving,Excellent,0
STU2026184,18,Female,Mechanical,IV,Sem-7,67,57,67,57,50,5.7,1,20,3,3,3,0,5,0,100,68,64,61,73,Improving,Average,0
STU2026185,19,Male,Computer Science,IV,Sem-8,45,40,52,38,39,4.0,3,19,9,7,1,8,2,1,86,44,50,53,70,Declining,Needs Improvement,1
STU2026186,20,Male,Electrical,I,Sem-2,84,82,81,74,78,7.72,0,24,5,6,2,3,6,0,100,88,73,79,98,Declining,Excellent,0
STU2026187,21,Female,Electronics & Comm,II,Sem-4,66,75,64,61,64,6.66,0,26,8,6,6,2,5,0,100,75,62,69,100,Declining,Very Good,0
STU2026188,22,Female,Mechanical,IV,Sem-7,60,64,58,70,78,6.76,0,24,9,2,0,9,7,0,97,74,62,62,62,Declining,Good,0
STU2026189,19,Male,Computer Science,IV,Sem-7,95,89,88,91,93,9.02,0,31,1,1,1,0,8,0,100,100,92,89,84,Declining,Excellent,0
STU2026190,22,Female,Computer Science,IV,Sem-7,58,63,56,54,49,5.76,2,24,8,5,3,5,5,4,57,51,69,65,80,Improving,Average,0
STU2026191,22,Female,Computer Science,II,Sem-4,64,63,65,51,55,5.58,2,22,3,0,3,0,6,3,64,57,53,60,59,Declining,Needs Improvement,1
STU2026192,20,Female,Electronics & Comm,IV,Sem-7,91,87,92,96,98,9.24,0,28,6,1,1,5,8,0,98,100,94,95,84,Declining,Excellent,0
STU2026193,21,Female,Computer Science,II,Sem-3,58,55,52,61,53,5.86,1,17,3,0,1,2,3,4,47,42,60,62,49,Improving,At Risk,1
STU2026194,19,Female,Electronics & Comm,IV,Sem-8,69,77,65,70,73,7.28,0,24,9,7,1,8,7,0,100,83,76,72,92,Declining,Excellent,0
STU2026195,19,Female,AIDS,I,Sem-2,45,35,40,36,35,4.0,3,13,4,6,4,0,2,1,90,37,50,50,69,Improving,Needs Improvement,1
STU2026196,19,Male,Information Technology,III,Sem-6,84,81,77,81,85,8.1,0,28,5,7,2,3,5,0,100,83,78,81,99,Declining,Excellent,0
STU2026197,22,Female,Mechanical,I,Sem-1,71,73,70,65,66,6.82,0,24,1,7,0,1,6,0,99,74,69,65,83,Declining,Very Good,0
STU2026198,20,Female,Information Technology,II,Sem-3,96,94,91,88,84,9.04,0,30,0,7,0,0,7,0,100,96,90,87,100,Improving,Excellent,0
STU2026199,18,Male,Electronics & Comm,II,Sem-4,94,86,89,83,80,8.42,0,27,1,7,1,0,7,0,100,97,83,91,100,Improving,Excellent,0
STU2026200,20,Male,Information Technology,III,Sem-5,79,79,81,80,80,7.96,0,26,4,7,4,0,4,0,100,82,71,83,100,Improving,Excellent,0
STU2026201,22,Male,Electrical,II,Sem-3,88,87,87,89,82,8.82,0,30,2,2,1,1,7,0,100,95,90,81,83,Improving,Excellent,0
STU2026202,20,Male,Computer Science,IV,Sem-8,70,71,66,63,69,6.62,0,23,3,2,3,0,5,0,100,78,67,69,78,Declining,Good,0
STU2026203,22,Female,AIDS,IV,Sem-8,63,61,54,53,51,5.62,3,20,0,5,0,0,4,1,93,62,55,67,71,Improving,Average,0
STU2026204,19,Male,AIDS,III,Sem-6,45,47,47,40,34,4.28,1,15,4,7,4,0,4,4,57,35,50,50,77,Improving,Needs Improvement,1
STU2026205,21,Female,Information Technology,II,Sem-4,45,44,40,35,30,4.0,3,16,2,1,2,0,2,4,57,35,50,50,42,Improving,At Risk,1
STU2026206,22,Male,Mechanical,I,Sem-1,69,68,69,77,83,7.34,0,24,1,8,1,0,7,0,97,84,72,79,97,Declining,Excellent,0
STU2026207,18,Female,Electrical,I,Sem-2,79,68,78,66,74,6.68,0,26,9,1,2,7,4,0,96,76,79,69,70,Declining,Good,0
STU2026208,22,Male,Electronics & Comm,II,Sem-4,76,72,70,82,80,7.8,0,27,7,5,1,6,4,0,95,80,70,72,87,Improving,Very Good,0
STU2026209,22,Female,Information Technology,I,Sem-1,74,85,78,75,81,7.9,0,24,4,7,0,4,4,0,97,81,70,76,93,Declining,Excellent,0
STU2026210,20,Female,Electrical,I,Sem-1,81,78,81,80,82,7.92,0,26,7,4,5,2,5,0,100,90,85,80,100,Declining,Very Good,0
STU2026211,18,Female,Electrical,IV,Sem-8,91,91,91,87,84,8.86,0,24,2,0,2,0,6,0,96,91,88,86,76,Improving,Excellent,0
STU2026212,21,Female,Information Technology,IV,Sem-8,80,75,68,77,84,7.62,0,20,6,7,0,6,4,0,99,75,74,66,88,Declining,Excellent,0
STU2026213,22,Male,AIDS,III,Sem-5,68,58,69,63,67,6.1,1,24,8,0,0,8,4,0,100,66,70,64,52,Declining,Average,0
STU2026214,19,Male,Electrical,III,Sem-5,55,50,56,58,62,5.48,1,16,7,7,6,1,6,1,90,61,64,57,93,Declining,Good,0
STU2026215,18,Female,AIDS,I,Sem-1,55,62,53,52,53,5.6,3,21,3,7,2,1,5,1,86,63,67,60,84,Declining,Good,0
STU2026216,22,Female,AIDS,III,Sem-6,50,48,44,34,36,4.0,2,19,10,4,4,6,4,1,83,45,50,50,65,Declining,Needs Improvement,1
STU2026217,19,Female,Computer Science,III,Sem-5,55,48,47,52,50,5.04,3,16,1,6,0,1,3,4,54,35,50,51,64,Improving,Needs Improvement,1
STU2026218,18,Male,Mechanical,IV,Sem-8,97,96,86,84,80,8.88,0,25,6,5,4,2,8,0,100,100,86,86,100,Improving,Excellent,0
STU2026219,21,Female,Electronics & Comm,IV,Sem-7,49,50,48,46,44,4.76,1,15,9,4,5,4,4,2,81,43,50,50,69,Improving,Needs Improvement,1
STU2026220,22,Female,AIDS,I,Sem-2,73,71,74,68,73,6.92,0,26,0,8,0,0,4,0,100,73,65,63,90,Declining,Very Good,0
STU2026221,18,Male,Electronics & Comm,II,Sem-4,73,82,69,75,73,7.78,0,27,8,0,2,6,7,0,96,85,74,81,69,Improving,Very Good,0
STU2026222,22,Female,Information Technology,III,Sem-5,91,89,91,80,72,8.36,0,30,4,3,4,0,8,0,98,100,90,94,98,Improving,Excellent,0
STU2026223,22,Male,AIDS,II,Sem-4,68,57,60,58,66,5.76,1,21,0,6,0,0,5,0,97,69,61,67,76,Declining,Good,0
STU2026224,20,Male,Electronics & Comm,IV,Sem-7,45,43,40,39,46,4.06,3,16,5,1,5,0,4,2,73,38,50,50,52,Declining,At Risk,1
STU2026225,22,Male,Electrical,IV,Sem-7,55,61,60,57,60,5.86,2,18,9,8,3,6,3,1,93,56,62,60,89,Declining,Good,0
STU2026226,19,Male,Computer Science,III,Sem-6,86,88,88,88,80,8.8,0,29,5,8,5,0,8,0,100,99,80,85,100,Improving,Excellent,0
STU2026227,19,Female,Mechanical,I,Sem-1,53,49,40,39,37,4.3,3,19,3,6,3,0,2,2,79,40,55,53,72,Improving,Needs Improvement,1
STU2026228,18,Male,Computer Science,IV,Sem-8,45,34,40,38,32,4.0,3,18,3,4,3,0,5,4,57,35,50,50,58,Improving,At Risk,1
STU2026229,20,Male,Electrical,I,Sem-1,78,68,67,66,69,6.68,0,25,1,4,1,0,6,0,100,81,67,71,80,Declining,Very Good,0
STU2026230,21,Female,Electrical,I,Sem-2,45,42,52,46,42,4.44,2,19,10,5,0,10,3,1,83,46,50,52,59,Improving,Needs Improvement,1
STU2026231,22,Female,Mechanical,I,Sem-2,55,57,54,46,51,5.04,3,21,8,2,1,7,4,2,80,46,52,50,52,Declining,Needs Improvement,1
STU2026232,18,Male,AIDS,I,Sem-2,70,71,68,72,67,7.16,0,22,9,7,2,7,6,0,97,81,72,69,95,Improving,Very Good,0
STU2026233,20,Male,Information Technology,III,Sem-6,67,66,64,57,60,6.06,2,21,2,0,2,0,4,0,98,67,69,62,58,Declining,Average,0
STU2026234,20,Male,AIDS,III,Sem-6,63,69,65,69,64,6.9,0,19,10,1,6,4,6,0,97,72,62,62,75,Improving,Good,0
STU2026235,18,Male,Computer Science,I,Sem-2,79,88,73,79,86,8.26,0,28,2,5,2,0,6,0,100,88,80,76,93,Declining,Excellent,0
STU2026236,21,Male,Electrical,III,Sem-5,83,80,72,81,77,8.06,0,24,2,2,2,0,5,0,100,80,77,69,76,Improving,Very Good,0
STU2026237,19,Female,Information Technology,I,Sem-2,53,62,57,64,67,6.32,2,20,7,0,0,7,5,1,91,61,60,65,49,Declining,Average,0
STU2026238,20,Male,Electrical,IV,Sem-8,79,65,71,73,72,6.98,0,24,6,5,6,0,6,0,100,78,77,74,97,Improving,Very Good,0
STU2026239,18,Male,Electrical,II,Sem-3,46,40,41,36,33,4.0,1,15,9,1,5,4,3,4,52,35,50,50,54,Improving,At Risk,1
STU2026240,21,Female,Information Technology,II,Sem-4,45,35,40,33,41,4.0,1,16,2,0,1,1,4,2,79,37,50,50,40,Declining,At Risk,1
STU2026241,22,Male,AIDS,III,Sem-5,53,50,58,45,44,4.7,2,19,2,2,2,0,5,2,81,49,54,53,56,Improving,Needs Improvement,1
STU2026242,22,Male,Information Technology,IV,Sem-8,45,42,51,39,34,4.02,1,16,9,0,6,3,2,1,90,42,50,50,56,Improving,At Risk,1
STU2026243,22,Male,AIDS,IV,Sem-8,53,63,64,56,63,5.88,2,19,9,1,3,6,4,3,66,51,59,55,62,Declining,Needs Improvement,1
STU2026244,20,Female,Electronics & Comm,II,Sem-3,85,71,72,83,75,7.82,0,25,10,3,5,5,6,0,100,85,79,72,91,Improving,Very Good,0
STU2026245,19,Female,AIDS,III,Sem-6,87,88,88,84,88,8.56,0,30,3,6,3,0,8,0,97,96,87,86,100,Declining,Excellent,0
STU2026246,22,Female,Electronics & Comm,III,Sem-6,82,85,77,74,73,7.84,0,26,2,1,1,1,8,0,100,92,73,76,74,Improving,Very Good,0
STU2026247,21,Male,Computer Science,II,Sem-4,91,84,83,87,86,8.58,0,27,1,0,1,0,8,0,100,100,88,93,77,Improving,Excellent,0
STU2026248,22,Male,Information Technology,IV,Sem-8,45,42,41,34,30,4.0,3,16,8,3,4,4,3,1,88,38,50,50,56,Improving,At Risk,1
STU2026249,18,Male,Computer Science,III,Sem-6,58,57,56,64,56,6.12,3,22,1,1,1,0,5,3,64,52,59,56,55,Improving,Needs Improvement,1
STU2026250,22,Male,Electrical,IV,Sem-7,53,54,48,44,52,4.8,2,17,1,8,1,0,5,4,53,43,61,60,79,Declining,Needs Improvement,1
STU2026251,19,Female,Electrical,IV,Sem-7,63,59,69,62,61,6.08,2,21,5,8,4,1,4,0,99,69,64,63,98,Improving,Very Good,0
STU2026252,18,Female,AIDS,III,Sem-5,66,69,71,70,68,6.96,0,24,4,2,4,0,5,0,100,74,67,66,77,Improving,Good,0
STU2026253,19,Female,Information Technology,II,Sem-3,93,87,87,78,73,8.16,0,24,1,7,1,0,5,0,100,89,76,84,100,Improving,Excellent,0
STU2026254,20,Female,Electrical,III,Sem-6,54,56,49,50,49,5.24,3,15,0,8,0,0,6,4,55,41,50,52,72,Improving,Average,0
STU2026255,20,Female,AIDS,II,Sem-4,99,93,97,92,84,9.24,0,26,10,3,3,7,5,0,100,96,93,94,98,Improving,Excellent,0
STU2026256,20,Male,Mechanical,III,Sem-5,56,51,57,48,55,4.92,2,16,6,5,2,4,6,3,66,50,52,57,70,Declining,Needs Improvement,1
STU2026257,19,Male,Computer Science,III,Sem-5,77,68,67,63,59,6.5,2,26,0,2,0,0,7,0,97,78,71,75,65,Improving,Good,0
STU2026258,21,Female,Electronics & Comm,I,Sem-2,45,37,43,41,48,4.0,3,13,7,5,2,5,4,3,67,37,50,50,62,Declining,At Risk,1
STU2026259,18,Female,Computer Science,III,Sem-5,75,73,67,69,72,7.06,0,22,10,8,3,7,7,0,96,80,74,73,99,Declining,Excellent,0
STU2026260,20,Female,AIDS,II,Sem-3,74,73,77,66,60,6.88,0,22,5,3,2,3,6,0,100,81,74,78,79,Improving,Very Good,0
STU2026261,20,Female,Electronics & Comm,IV,Sem-8,83,80,84,75,72,7.7,0,28,0,2,0,0,6,0,100,87,78,84,74,Improving,Very Good,0
STU2026262,18,Male,Information Technology,IV,Sem-7,45,45,40,33,37,4.0,3,19,1,1,1,0,3,1,93,42,50,50,43,Declining,At Risk,1
STU2026263,19,Male,AIDS,III,Sem-6,70,74,70,63,56,6.74,0,26,5,5,5,0,7,0,100,82,72,75,96,Improving,Very Good,0
STU2026264,21,Male,AIDS,II,Sem-4,78,80,78,79,80,7.94,0,23,7,8,1,6,4,0,100,76,74,72,96,Declining,Excellent,0
STU2026265,21,Female,Information Technology,III,Sem-5,45,44,40,39,40,4.1,2,16,0,7,0,0,5,3,59,35,50,50,60,Declining,Needs Improvement,1
STU2026266,20,Male,Computer Science,III,Sem-5,63,60,65,58,55,5.88,3,22,10,6,6,4,6,2,75,61,56,62,93,Improving,Good,0
STU2026267,19,Female,Electronics & Comm,III,Sem-6,45,44,45,47,42,4.58,3,17,9,7,2,7,6,2,76,49,50,50,74,Improving,Average,0
STU2026268,18,Male,Information Technology,I,Sem-2,58,53,46,50,44,5.12,1,15,7,3,2,5,6,3,66,50,58,55,62,Improving,Needs Improvement,1
STU2026269,18,Female,Computer Science,II,Sem-3,53,47,61,48,46,4.76,2,21,6,0,0,6,4,4,54,41,54,59,44,Improving,At Risk,1
STU2026270,18,Male,Electrical,I,Sem-1,69,62,67,59,52,6.02,3,22,8,1,2,6,7,0,100,74,66,62,63,Improving,Good,0
STU2026271,20,Male,AIDS,II,Sem-3,51,50,44,46,46,4.76,3,15,6,3,0,6,3,4,56,38,50,52,54,Improving,At Risk,1
STU2026272,18,Male,Information Technology,IV,Sem-7,76,83,69,67,70,7.34,0,26,2,8,2,0,4,0,97,79,82,73,100,Declining,Excellent,0
STU2026273,20,Female,Electrical,II,Sem-3,76,80,72,74,67,7.64,0,24,7,8,2,5,7,0,98,85,72,78,100,Improving,Excellent,0
STU2026274,20,Female,AIDS,IV,Sem-8,91,93,83,78,86,8.4,0,25,7,4,6,1,7,0,100,95,87,86,100,Declining,Excellent,0
STU2026275,18,Female,AIDS,II,Sem-3,72,78,71,72,66,7.44,0,25,8,6,1,7,7,0,100,82,68,75,87,Improving,Excellent,0
STU2026276,20,Female,Electrical,III,Sem-5,47,38,40,37,34,4.0,1,14,1,7,1,0,2,1,92,41,50,50,67,Improving,Needs Improvement,1
STU2026277,21,Female,Computer Science,III,Sem-5,68,65,70,77,71,7.22,0,23,10,0,2,8,7,0,100,81,64,75,66,Improving,Good,0
STU2026278,20,Male,AIDS,I,Sem-2,45,44,40,35,34,4.0,3,16,3,3,3,0,3,2,79,38,50,50,56,Improving,At Risk,1
STU2026279,18,Female,AIDS,IV,Sem-8,85,92,83,89,97,9.02,0,26,10,2,4,6,8,0,100,98,87,88,92,Declining,Excellent,0
STU2026280,20,Female,Electrical,IV,Sem-8,76,73,70,74,74,7.36,0,22,7,7,3,4,4,0,95,75,72,75,97,Improving,Very Good,0
STU2026281,18,Male,Electronics & Comm,I,Sem-2,92,99,94,83,83,8.94,0,30,8,8,4,4,6,0,96,99,83,92,100,Improving,Excellent,0
STU2026282,20,Male,Information Technology,III,Sem-6,86,84,87,86,80,8.52,0,28,6,3,5,1,5,0,100,92,92,82,100,Improving,Excellent,0
STU2026283,21,Male,Mechanical,III,Sem-5,83,78,72,70,72,7.32,0,24,6,6,6,0,4,0,98,82,70,82,100,Declining,Very Good,0
STU2026284,21,Male,Electronics & Comm,I,Sem-2,65,66,67,62,55,6.36,3,24,6,7,6,0,4,0,98,72,73,66,100,Improving,Very Good,0
STU2026285,21,Male,Information Technology,III,Sem-5,70,58,69,62,56,6.04,2,22,6,2,6,0,5,0,100,70,63,66,80,Improving,Good,0
STU2026286,21,Male,Mechanical,II,Sem-3,48,41,45,34,30,4.0,3,16,6,5,2,4,3,3,64,35,50,50,61,Improving,At Risk,1
STU2026287,20,Male,Electronics & Comm,IV,Sem-7,70,59,61,63,59,6.14,3,24,1,1,1,0,3,0,98,64,59,61,59,Improving,Average,0
STU2026288,18,Female,AIDS,I,Sem-2,58,61,61,59,57,5.98,3,22,4,8,3,1,4,0,100,67,56,64,93,Improving,Good,0
STU2026289,22,Male,Electronics & Comm,II,Sem-3,60,58,54,45,51,5.02,3,16,1,6,1,0,5,3,60,48,50,53,72,Declining,Average,0
STU2026290,21,Male,Electrical,I,Sem-2,69,66,59,60,58,6.24,3,22,8,0,0,8,5,0,100,71,66,64,54,Improving,Average,0
STU2026291,21,Female,AIDS,II,Sem-3,57,56,59,54,62,5.48,2,23,0,4,0,0,3,3,62,48,55,57,64,Declining,Needs Improvement,1
STU2026292,21,Male,Computer Science,IV,Sem-7,65,56,67,60,62,5.84,2,22,2,3,2,0,4,2,73,57,63,67,69,Declining,Average,0
STU2026293,22,Male,Electrical,II,Sem-3,58,57,51,51,53,5.34,1,21,0,5,0,0,6,3,66,52,57,53,66,Declining,Average,0
STU2026294,19,Male,Information Technology,II,Sem-3,85,83,80,77,76,7.94,0,24,10,0,2,8,5,0,100,85,75,82,73,Improving,Very Good,0
STU2026295,22,Female,AIDS,III,Sem-5,88,85,81,80,78,8.2,0,25,0,6,0,0,5,0,99,90,89,81,95,Improving,Excellent,0
STU2026296,19,Male,Computer Science,II,Sem-4,89,90,88,90,89,9.0,0,27,6,0,4,2,8,0,100,97,88,88,84,Improving,Excellent,0
STU2026297,22,Male,Mechanical,I,Sem-2,58,71,63,69,73,6.98,0,23,0,8,0,0,3,0,98,65,65,65,85,Declining,Very Good,0
STU2026298,21,Female,Electronics & Comm,IV,Sem-7,65,69,55,67,63,6.78,0,21,10,7,0,10,3,2,80,56,58,62,79,Improving,Good,0
STU2026299,21,Female,Electrical,I,Sem-1,69,70,62,67,61,6.82,0,20,5,2,5,0,3,0,96,65,59,69,76,Improving,Good,0
STU2026300,21,Female,Computer Science,IV,Sem-7,59,52,57,59,55,5.62,1,23,2,2,2,0,3,4,51,45,61,65,63,Improving,Needs Improvement,1
STU2026301,21,Female,AIDS,II,Sem-3,87,81,87,78,84,7.92,0,28,7,8,6,1,5,0,100,92,93,84,100,Declining,Excellent,0
STU2026302,19,Female,Electrical,IV,Sem-8,45,36,43,40,38,4.0,1,14,2,0,2,0,4,1,85,44,50,50,41,Improving,At Risk,1
STU2026303,22,Female,Electronics & Comm,I,Sem-1,45,39,46,39,45,4.0,3,17,5,0,0,5,4,3,64,37,51,50,40,Declining,At Risk,1
STU2026304,21,Male,Electronics & Comm,IV,Sem-7,52,42,48,51,56,4.74,3,14,3,0,0,3,2,4,56,35,50,50,40,Declining,At Risk,1
STU2026305,22,Female,Electronics & Comm,III,Sem-5,74,73,79,77,74,7.54,0,24,3,4,1,2,4,0,96,76,64,73,79,Improving,Very Good,0
STU2026306,18,Male,Mechanical,IV,Sem-8,45,42,40,30,30,4.0,3,14,4,1,2,2,4,3,59,35,50,50,44,Improving,At Risk,1
STU2026307,20,Female,Electrical,I,Sem-1,56,47,57,54,47,5.12,3,15,7,2,5,2,6,3,66,46,56,56,64,Improving,Needs Improvement,1
STU2026308,18,Female,Mechanical,III,Sem-5,54,48,53,41,37,4.38,2,21,0,5,0,0,4,4,49,38,50,57,61,Improving,At Risk,1
STU2026309,20,Female,AIDS,I,Sem-2,63,68,60,62,68,6.44,2,19,8,4,1,7,3,3,59,51,60,57,70,Declining,Average,0
STU2026310,21,Male,Electrical,II,Sem-3,58,61,58,57,53,5.86,1,22,8,2,1,7,3,4,53,43,53,52,58,Improving,Needs Improvement,1
STU2026311,20,Male,AIDS,I,Sem-2,59,58,65,54,55,5.56,3,19,5,3,1,4,6,0,99,72,67,71,68,Declining,Average,0
STU2026312,21,Male,Electronics & Comm,II,Sem-3,47,56,49,49,52,5.18,3,17,4,2,4,0,5,2,73,52,50,53,64,Declining,Needs Improvement,1
STU2026313,22,Female,Mechanical,IV,Sem-7,46,53,40,38,42,4.4,1,13,6,6,1,5,5,3,63,40,50,50,65,Declining,Needs Improvement,1
STU2026314,22,Male,Electrical,II,Sem-3,90,83,78,87,88,8.54,0,28,10,7,3,7,6,0,98,90,78,85,100,Declining,Excellent,0
STU2026315,20,Female,Electrical,II,Sem-4,82,82,88,72,66,7.6,0,26,1,5,1,0,8,0,97,93,81,87,91,Improving,Excellent,0
STU2026316,20,Male,Mechanical,I,Sem-2,91,78,85,75,76,7.62,0,27,7,6,4,3,8,0,98,94,81,84,100,Declining,Excellent,0
STU2026317,19,Female,Electrical,I,Sem-2,55,52,55,52,54,5.2,3,20,3,2,3,0,3,4,48,36,58,50,58,Declining,At Risk,1
STU2026318,22,Male,Electrical,II,Sem-4,88,93,85,93,95,9.3,0,28,10,0,0,10,6,0,97,97,81,95,76,Declining,Excellent,0
STU2026319,19,Male,Electrical,III,Sem-6,74,68,70,72,73,7.04,0,24,10,4,3,7,6,0,96,80,64,75,85,Declining,Very Good,0
STU2026320,22,Female,Information Technology,III,Sem-5,61,52,51,59,54,5.62,2,23,0,3,0,0,6,3,65,55,64,60,61,Improving,Average,0
STU2026321,21,Male,AIDS,II,Sem-4,48,45,50,49,45,4.74,2,20,10,2,1,9,2,1,93,43,50,50,49,Improving,Needs Improvement,1
STU2026322,21,Female,Information Technology,I,Sem-1,75,80,80,77,74,7.82,0,24,8,6,4,4,7,0,100,83,76,70,97,Improving,Excellent,0
STU2026323,19,Female,Mechanical,I,Sem-2,84,89,84,88,91,8.84,0,24,0,7,0,0,7,0,96,94,90,89,99,Declining,Excellent,0
STU2026324,18,Male,AIDS,III,Sem-6,69,74,61,64,71,6.8,0,24,10,1,5,5,6,0,100,74,60,66,74,Declining,Good,0
STU2026325,22,Male,Electrical,IV,Sem-8,70,69,73,69,70,6.9,0,21,0,4,0,0,6,0,95,77,77,73,74,Declining,Very Good,0
STU2026326,19,Male,AIDS,III,Sem-5,49,49,49,52,52,5.08,1,20,4,4,4,0,5,1,84,56,53,58,73,Improving,Average,0
STU2026327,19,Female,Electronics & Comm,II,Sem-4,80,82,78,87,80,8.5,0,25,1,2,1,0,6,0,100,88,85,87,79,Improving,Excellent,0
STU2026328,21,Male,AIDS,IV,Sem-7,55,56,54,41,41,4.7,1,15,2,7,2,0,6,3,66,47,51,51,75,Improving,Average,0
STU2026329,21,Female,Electronics & Comm,II,Sem-4,45,39,44,39,47,4.0,3,12,1,8,1,0,4,4,56,35,50,50,67,Declining,Needs Improvement,1
STU2026330,20,Female,Computer Science,III,Sem-6,68,68,63,60,68,6.32,2,23,2,5,2,0,4,0,100,68,56,59,79,Declining,Good,0
STU2026331,18,Female,Computer Science,I,Sem-2,63,55,58,53,46,5.38,1,21,1,0,1,0,4,1,84,58,53,62,51,Improving,Needs Improvement,1
STU2026332,19,Female,AIDS,II,Sem-3,76,74,82,69,75,7.1,0,24,6,5,2,4,5,0,96,82,76,82,90,Declining,Very Good,0
STU2026333,18,Female,Electrical,III,Sem-5,59,50,50,56,50,5.36,2,16,9,6,1,8,6,1,85,57,59,51,70,Improving,Good,0
STU2026334,22,Male,Electrical,III,Sem-5,45,42,41,44,36,4.32,2,13,10,0,0,10,5,3,61,35,50,50,40,Improving,At Risk,1
STU2026335,22,Male,Mechanical,IV,Sem-8,70,67,57,59,51,6.22,2,23,7,1,4,3,5,0,100,68,64,63,68,Improving,Good,0
STU2026336,18,Male,Electronics & Comm,III,Sem-5,92,90,85,81,78,8.46,0,28,0,6,0,0,6,0,99,91,87,79,95,Improving,Excellent,0
STU2026337,20,Female,Computer Science,IV,Sem-7,45,39,46,51,55,4.62,1,20,8,4,3,5,5,1,83,49,50,50,63,Declining,Needs Improvement,1
STU2026338,20,Male,Electrical,I,Sem-1,88,84,88,77,76,7.98,0,23,0,2,0,0,5,0,100,88,74,79,77,Improving,Very Good,0
STU2026339,19,Male,Information Technology,I,Sem-2,80,84,80,76,71,7.92,0,23,7,3,0,7,6,0,100,90,84,89,82,Improving,Very Good,0
STU2026340,21,Female,Computer Science,II,Sem-4,92,81,77,79,81,7.98,0,24,1,4,1,0,8,0,97,95,86,85,89,Declining,Excellent,0
STU2026341,19,Female,Information Technology,I,Sem-1,50,47,49,38,30,4.16,2,13,0,0,0,0,2,3,65,35,53,51,40,Improving,At Risk,1
STU2026342,19,Male,Information Technology,III,Sem-6,57,63,54,56,63,5.88,3,17,10,4,2,8,6,1,91,65,61,59,73,Declining,Average,0
STU2026343,18,Male,Mechanical,III,Sem-5,68,67,62,62,55,6.4,1,18,2,7,2,0,5,0,97,70,57,58,87,Improving,Very Good,0
STU2026344,20,Female,Information Technology,IV,Sem-8,63,64,63,48,43,5.44,3,16,8,2,1,7,3,4,55,43,53,53,58,Improving,Needs Improvement,1
STU2026345,19,Female,Mechanical,III,Sem-6,53,56,52,46,41,5.0,2,15,1,3,1,0,6,2,77,50,50,50,56,Improving,Needs Improvement,1
STU2026346,21,Female,Computer Science,IV,Sem-7,53,50,48,52,55,5.12,1,18,3,5,2,1,4,3,61,43,50,57,68,Declining,Needs Improvement,1
STU2026347,22,Male,Electronics & Comm,II,Sem-3,88,84,82,85,84,8.46,0,26,9,2,6,3,6,0,100,92,82,79,97,Improving,Excellent,0
STU2026348,21,Female,Information Technology,IV,Sem-8,59,53,53,50,52,5.12,2,20,3,2,3,0,3,4,47,40,50,56,61,Declining,At Risk,1
STU2026349,22,Male,Electrical,IV,Sem-8,89,89,78,87,94,8.78,0,24,1,8,1,0,5,0,100,88,79,78,100,Declining,Excellent,0
STU2026350,20,Female,Information Technology,I,Sem-1,63,60,71,55,61,5.7,2,24,2,6,1,1,6,0,100,73,71,70,81,Declining,Good,0
STU2026351,18,Male,Electrical,III,Sem-5,61,52,53,46,48,4.84,3,16,8,5,0,8,3,4,52,41,62,59,65,Declining,Needs Improvement,1
STU2026352,18,Female,Electronics & Comm,II,Sem-3,76,65,65,69,68,6.74,0,24,1,7,1,0,5,0,98,75,71,68,89,Improving,Very Good,0
STU2026353,20,Female,Electronics & Comm,I,Sem-1,60,59,54,64,65,6.2,2,21,5,1,1,4,6,1,84,63,64,56,56,Declining,Average,0
STU2026354,20,Male,Computer Science,II,Sem-4,45,45,41,40,48,4.2,3,13,4,6,4,0,3,4,52,35,52,50,73,Declining,At Risk,1
STU2026355,18,Female,Information Technology,I,Sem-1,85,93,88,89,91,9.06,0,29,10,5,3,7,8,0,100,97,85,88,100,Declining,Excellent,0
STU2026356,19,Female,Information Technology,III,Sem-5,64,70,58,59,62,6.34,2,22,2,2,2,0,6,0,97,73,62,70,68,Declining,Good,0
STU2026357,19,Male,Information Technology,I,Sem-1,98,88,98,91,94,8.98,0,27,3,8,3,0,5,0,100,97,92,90,100,Declining,Excellent,0
STU2026358,19,Female,Electrical,II,Sem-4,45,44,53,39,45,4.1,2,14,0,8,0,0,4,3,66,38,50,53,69,Declining,Needs Improvement,1
STU2026359,22,Male,Mechanical,IV,Sem-8,82,76,69,70,65,7.24,0,23,0,6,0,0,5,0,100,81,78,71,87,Improving,Very Good,0
STU2026360,20,Male,Mechanical,II,Sem-3,89,79,79,71,65,7.42,0,27,7,1,4,3,8,0,98,92,87,80,84,Improving,Very Good,0
